world_id,world_seed,density,Nlive,Nocc8,A,Gfuture
226,3899169303051437731,0.2088887049231779,1155.7623762376238,174.63366336633663,29.02,0.10535294649313084
227,3528259643045886627,0.20078215175085132,1407.7524752475247,191.37623762376236,31.12,0.030304613070366027
228,1311903986303849291,0.20613119121567205,1473.3564356435643,200.14851485148515,34.93,0.03614058355437666
229,1216673953271905699,0.24929694952654807,1498.5346534653465,200.95049504950495,30.67,-0.07105201038634038
230,195735232443026909,0.2714293594526931,1298.6237623762377,170.92079207920793,30.15,0.012996503979932433
231,2609455069909397003,0.2574739202788562,1360.029702970297,185.03960396039605,32.08,0.20914824263038548
232,3177874472510266378,0.3055843685308402,1315.049504950495,172.83168316831683,36.08,0.09317806745906654
233,2199309527837862032,0.3432939262525649,1195.7524752475247,175.95049504950495,24.87,0.08795921427500374
234,4150666754110972541,0.2389363562349856,1388.6534653465346,187.87128712871288,35.03,-0.03139898231801147
235,811501678217267422,0.3344513351895129,1627.6831683168316,202.2970297029703,33.41,0.1172574990261005
236,3126031299523856406,0.2800339094509316,1193.1683168316831,177.6039603960396,25.82,0.11251253304165529
237,2596741207394568252,0.2976974227489762,1273.881188118812,184.6138613861386,25.27,0.1649661298029626
238,4500371487699630665,0.34492256380440117,1345.3762376237623,184.9108910891089,25.97,0.07284190690028466
239,3160564746403952462,0.28340727429407747,1407.5940594059407,187.93069306930693,31.38,0.09522993756662097
240,2546279192069539397,0.20216246152376638,1439.4059405940593,191.04950495049505,27.64,0.10221334910775906
241,302467997500128134,0.3447659545633078,1275.6237623762377,173.009900990099,27.67,-0.08751044277360066
242,2887061180036064346,0.21214066353619843,1129.3168316831684,161.75247524752476,25.01,0.17210767468499427
243,1020654236206446424,0.24696392909120363,1324.5049504950496,181.88118811881188,26.31,0.14801034747061828
244,1739865285618206974,0.3079182967403242,1305.2178217821781,189.05940594059405,28.4,0.10101912606449812
245,811663413837270390,0.24106640692897402,1306.3465346534654,172.95049504950495,27.0,0.06438574576770356
246,2514235121562206297,0.29272731429573307,1420.049504950495,183.06930693069307,28.02,0.00017253278122843219
247,1830167618030479819,0.2555308970461278,1153.7227722772277,173.33663366336634,24.24,0.024735464785527378
248,914584489636976556,0.3162581489556268,1447.5841584158416,196.79207920792078,30.38,0.14853269336027958
249,1026114997797717095,0.27304902058350516,1329.069306930693,187.59405940594058,30.43,-0.013180827886710253
250,2782038399176857182,0.25271843655032555,1392.6039603960396,179.06930693069307,28.83,0.08995652173913044
251,563592710117669983,0.2600095916034779,1357.2079207920792,183.33663366336634,31.44,-0.0598136554311853
252,3887709986750919982,0.2768846915370569,1257.930693069307,172.0891089108911,27.86,0.08545197740112995
253,1321904434509104319,0.2504867300223526,1217.8415841584158,173.3960396039604,27.52,0.10606060606060605
254,3095134468766693470,0.33092113006388807,1483.3663366336634,193.5148514851485,30.16,0.043008715422508524
255,1494566188755040220,0.3439031326123091,1351.6138613861385,182.31683168316832,27.57,0.003081431680565426
256,2565515803962128450,0.23113163729661038,1392.9108910891089,185.8118811881188,28.44,0.019514025705976185
257,2804285440533606388,0.3211669521265139,1258.4257425742574,176.67326732673268,26.33,0.05772668325680838
258,1258492985118086499,0.3364143986490271,1298.3564356435643,187.54455445544554,25.35,0.13315239740110205
259,3075514159411431941,0.31346327698125415,1295.4257425742574,186.8019801980198,24.87,0.18471177944862155
260,2269435095293124304,0.22770105427321932,1243.7029702970297,181.69306930693068,25.74,0.1353279421999801
261,515822767615045421,0.31140442487857667,1346.8118811881188,183.6138613861386,30.96,-0.012629161882893217
262,973128600042458761,0.21650919803721125,1181.7029702970297,171.17821782178217,23.75,0.1523742841616854
263,276321615962859227,0.27304943975690743,1549.3267326732673,199.82178217821783,29.24,0.1005362806971649
264,1647130733269995916,0.2600172253763231,1483.5445544554455,196.75247524752476,32.95,0.04757924356533971
265,4483904203637415343,0.2261064126402211,1173.009900990099,168.53465346534654,28.81,0.09286472201645682
266,1310302579025053822,0.34610574640465713,1404.0594059405942,191.31683168316832,28.84,0.05728048444811451
267,3983401112623022881,0.3359225335171202,1535.6039603960396,195.5049504950495,34.4,0.14303846904901388
268,3944386195035966027,0.3263284261320007,1232.0594059405942,175.96039603960395,28.69,0.16934767360299274
269,2201618367663589494,0.2686832795483974,1530.5346534653465,193.15841584158414,33.88,0.11216379422901163
270,2845579279955727900,0.2975388284589911,1360.960396039604,185.76237623762376,30.69,0.06367557332211235
271,2340419126655269786,0.26271029646294414,1365.6732673267327,180.8910891089109,26.55,0.14892107215430767
272,4538633777962775713,0.29961798243476984,1609.5742574257426,204.7029702970297,29.57,0.004339957773383821
273,82753930259909399,0.2293507262993651,1311.3861386138615,180.9108910891089,29.48,0.12453401457091495
274,1515057502301174027,0.30554076720242734,1384.3861386138615,189.84158415841586,31.28,0.15841214534594328
275,3071835035262337695,0.2890147132794106,1465.3861386138615,192.8019801980198,32.49,0.1198764342453663
276,4545117387237952686,0.32528393435444586,1200.0594059405942,168.36633663366337,28.58,0.09436742348134752
277,2370546202811796996,0.270018307864944,1363.3960396039604,185.06930693069307,30.13,0.04296360342555995
